"","EMD_CD","EMD_ENG_NM","EMD_KOR_NM","id"
"2283","4213010100","Jungang-dong","중앙동",2283
"2284","4213010200","Pyeongwon-dong","평원동",2284
"2285","4213010300","Won-dong","원동",2285
"2286","4213010400","In-dong","인동",2286
"2287","4213010500","Gaeun-dong","개운동",2287
"2288","4213010600","Myeongnyun-dong","명륜동",2288
"2289","4213010700","Dangu-dong","단구동",2289
"2290","4213010800","Ilsan-dong","일산동",2290
"2291","4213010900","Hakseong-dong","학성동",2291
"2292","4213011000","Dangye-dong","단계동",2292
"2293","4213011100","Usan-dong","우산동",2293
"2294","4213011200","Taejang-dong","태장동",2294
"2295","4213011300","Bongsan-dong","봉산동",2295
"2296","4213011400","Haenggu-dong","행구동",2296
"2297","4213011500","Musil-dong","무실동",2297
"2298","4213011600","Gwanseol-dong","관설동",2298
"2299","4213011700","Bangok-dong","반곡동",2299
"2300","4213011800","Gahyeon-dong","가현동",2300
"2301","4213025000","Munmak-eup","문막읍",2301
"2302","4213031000","Socho-myeon","소초면",2302
"2303","4213032000","Hojeo-myeon","호저면",2303
"2304","4213033000","Jijeong-myeon","지정면",2304
"2305","4213035000","Buron-myeon","부론면",2305
"2306","4213036000","Gwirae-myeon","귀래면",2306
"2307","4213037000","Heungeop-myeon","흥업면",2307
"2308","4213038000","Panbu-myeon","판부면",2308
"2309","4213039000","Sillim-myeon","신림면",2309
"2310","4215010100","Hongje-dong","홍제동",2310
"2311","4215010200","Nammun-dong","남문동",2311
"2312","4215010300","Myeongju-dong","명주동",2312
"2313","4215010400","Seongnae-dong","성내동",2313
"2314","4215010500","Imdang-dong","임당동",2314
"2315","4215010600","Geumhak-dong","금학동",2315
"2316","4215010700","Yonggang-dong","용강동",2316
"2317","4215010800","Seongnam-dong","성남동",2317
"2318","4215010900","Okcheon-dong","옥천동",2318
"2319","4215011000","Gyo-dong","교동",2319
"2320","4215011100","Ponam-dong","포남동",2320
"2321","4215011200","Chodang-dong","초당동",2321
"2322","4215011300","Gangmun-dong","강문동",2322
"2323","4215011400","Songjeong-dong","송정동",2323
"2324","4215011500","Gyeonso-dong","견소동",2324
"2325","4215011600","Naegok-dong","내곡동",2325
"2326","4215011700","Hoesan-dong","회산동",2326
"2327","4215011800","Janghyeon-dong","장현동",2327
"2328","4215011900","Bagwol-dong","박월동",2328
"2329","4215012000","Damsan-dong","담산동",2329
"2330","4215012100","Noam-dong","노암동",2330
"2331","4215012200","Yusan-dong","유산동",2331
"2332","4215012300","Wolhopyeong-dong","월호평동",2332
"2333","4215012400","Sinseok-dong","신석동",2333
"2334","4215012500","Ibam-dong","입암동",2334
"2335","4215012600","Cheongnyang-dong","청량동",2335
"2336","4215012700","Dusan-dong","두산동",2336
"2337","4215012800","Hak-dong","학동",2337
"2338","4215012900","Byeongsan-dong","병산동",2338
"2339","4215013000","Namhangjin-dong","남항진동",2339
"2340","4215013100","Yucheon-dong","유천동",2340
"2341","4215013200","Jibyeon-dong","지변동",2341
"2342","4215013300","Jukheon-dong","죽헌동",2342
"2343","4215013400","Daejeon-dong","대전동",2343
"2344","4215013500","Unjeong-dong","운정동",2344
"2345","4215013600","Nangok-dong","난곡동",2345
"2346","4215013700","Jeo-dong","저동",2346
"2347","4215013800","Anhyeon-dong","안현동",2347
"2348","4215013900","Unsan-dong","운산동",2348
"2349","4215025000","Jumunjin-eup","주문진읍",2349
"2350","4215031000","Seongsan-myeon","성산면",2350
"2351","4215032000","Wangsan-myeon","왕산면",2351
"2352","4215033000","Gujeong-myeon","구정면",2352
"2353","4215034000","Gangdong-myeon","강동면",2353
"2354","4215035000","Okgye-myeon","옥계면",2354
"2355","4215036000","Sacheon-myeon","사천면",2355
"2356","4215037000","Yeongok-myeon","연곡면",2356
"2357","4217010100","Cheongok-dong","천곡동",2357
"2358","4217010200","Pyeongneung-dong","평릉동",2358
"2359","4217010300","Songjeong-dong","송정동",2359
"2360","4217010400","Yongjeong-dong","용정동",2360
"2361","4217010500","Jiheung-dong","지흥동",2361
"2362","4217010600","Hyoga-dong","효가동",2362
"2363","4217010700","Donghoe-dong","동회동",2363
"2364","4217010800","Naan-dong","나안동",2364
"2365","4217010900","Swaeun-dong","쇄운동",2365
"2366","4217011000","Bugok-dong","부곡동",2366
"2367","4217011100","Balhan-dong","발한동",2367
"2368","4217011200","Bukpyeong-dong","북평동",2368
"2369","4217011300","Gumi-dong","구미동",2369
"2370","4217011400","Chuam-dong","추암동",2370
"2371","4217011500","Guho-dong","구호동",2371
"2372","4217011600","Danbong-dong","단봉동",2372
"2373","4217011700","Jiga-dong","지가동",2373
"2374","4217011800","Ido-dong","이도동",2374
"2375","4217011900","Gwiun-dong","귀운동",2375
"2376","4217012000","Daegu-dong","대구동",2376
"2377","4217012100","Hohyeon-dong","호현동",2377
"2378","4217012200","Nae-dong","내동",2378
"2379","4217012300","Mukhojin-dong","묵호진동",2379
"2380","4217012400","Samhwa-dong","삼화동",2380
"2381","4217012500","Igi-dong","이기동",2381
"2382","4217012600","Iro-dong","이로동",2382
"2383","4217012700","Eodal-dong","어달동",2383
"2384","4217012800","Daejin-dong","대진동",2384
"2385","4217012900","Mangsang-dong","망상동",2385
"2386","4217013000","Simgok-dong","심곡동",2386
"2387","4217013100","Chogu-dong","초구동",2387
"2388","4217013200","Goeran-dong","괴란동",2388
"2389","4217013300","Manu-dong","만우동",2389
"2390","4217013400","Sinheung-dong","신흥동",2390
"2391","4217013500","Bicheon-dong","비천동",2391
"2392","4217013600","Dalbang-dong","달방동",2392
"2393","4219010100","Hwangji-dong","황지동",2393
"2394","4219010200","Jangseong-dong","장성동",2394
"2395","4219010300","Geumcheon-dong","금천동",2395
"2396","4219010400","Cheoram-dong","철암동",2396
"2397","4219010500","Mungok-dong","문곡동",2397
"2398","4219010600","Dongjeom-dong","동점동",2398
"2399","4219010700","Sodo-dong","소도동",2399
"2400","4219010800","Hyeol-dong","혈동",2400
"2401","4219010900","Hwajeon-dong","화전동",2401
"2402","4219011000","Jeokgak-dong","적각동",2402
"2403","4219011100","Changjuk-dong","창죽동",2403
"2404","4219011200","Tong-dong","통동",2404
"2405","4219011300","Baeksan-dong","백산동",2405
"2406","4219011400","Won-dong","원동",2406
"2407","4219011500","Sangsami-dong","상사미동",2407
"2408","4219011600","Hasami-dong","하사미동",2408
"2409","4219011700","Jotan-dong","조탄동",2409
"2410","4221010100","Yeongnang-dong","영랑동",2410
"2411","4221010200","Dongmyeong-dong","동명동",2411
"2412","4221010300","Jungang-dong","중앙동",2412
"2413","4221010400","Geumho-dong","금호동",2413
"2414","4221010500","Cheonghak-dong","청학동",2414
"2415","4221010600","Gyo-dong","교동",2415
"2416","4221010700","Nohak-dong","노학동",2416
"2417","4221010800","Joyang-dong","조양동",2417
"2418","4221010900","Cheongho-dong","청호동",2418
"2419","4221011000","Daepo-dong","대포동",2419
"2420","4221011100","Domun-dong","도문동",2420
"2421","4221011200","Seorak-dong","설악동",2421
"2422","4221011300","Jangsa-dong","장사동",2422
"2423","4223010100","Seongnae-dong","성내동",2423
"2424","4223010200","Seongbuk-dong","성북동",2424
"2425","4223010300","Eupsang-dong","읍상동",2425
"2426","4223010400","Eupjung-dong","읍중동",2426
"2427","4223010500","Dangjeo-dong","당저동",2427
"2428","4223010600","Gyo-dong","교동",2428
"2429","4223010700","Galcheon-dong","갈천동",2429
"2430","4223010800","Jeungsan-dong","증산동",2430
"2431","4223010900","Uji-dong","우지동",2431
"2432","4223011000","Madal-dong","마달동",2432
"2433","4223011100","Jawon-dong","자원동",2433
"2434","4223011200","Pyeongjeon-dong","평전동",2434
"2435","4223011300","Deungbong-dong","등봉동",2435
"2436","4223011400","Dogyeong-dong","도경동",2436
"2437","4223011500","Mapyeong-dong","마평동",2437
"2438","4223011600","Osa-dong","오사동",2438
"2439","4223011700","Geonji-dong","건지동",2439
"2440","4223011800","Wondang-dong","원당동",2440
"2441","4223011900","Seongnam-dong","성남동",2441
"2442","4223012000","Namyang-dong","남양동",2442
"2443","4223012100","Sajik-dong","사직동",2443
"2444","4223012200","Obun-dong","오분동",2444
"2445","4223012300","Jeongno-dong","적노동",2445
"2446","4223012400","Jobi-dong","조비동",2446
"2447","4223012500","Jeongsang-dong","정상동",2447
"2448","4223012600","Jeongha-dong","정하동",2448
"2449","4223012700","Geunsan-dong","근산동",2449
"2450","4223025000","Dogye-eup","도계읍",2450
"2451","4223025300","Wondeok-eup","원덕읍",2451
"2452","4223031000","Geundeok-myeon","근덕면",2452
"2453","4223032000","Hajang-myeon","하장면",2453
"2454","4223033000","Nogok-myeon","노곡면",2454
"2455","4223034000","Miro-myeon","미로면",2455
"2456","4223035000","Gagok-myeon","가곡면",2456
"2457","4223036000","Singi-myeon","신기면",2457
"2458","4272025000","Hongcheon-eup","홍천읍",2458
"2459","4272031000","Hwachon-myeon","화촌면",2459
"2460","4272032000","Duchon-myeon","두촌면",2460
"2461","4272033000","Naechon-myeon","내촌면",2461
"2462","4272034000","Seoseok-myeon","서석면",2462
"2463","4272035000","Dong-myeon","동면",2463
"2464","4272036000","Nam-myeon","남면",2464
"2465","4272037000","Seo-myeon","서면",2465
"2466","4272038000","Bukbang-myeon","북방면",2466
"2467","4272039000","Nae-myeon","내면",2467
"2468","4273025000","Hoengseong-eup","횡성읍",2468
"2469","4273031000","Ucheon-myeon","우천면",2469
"2470","4273032000","Anheung-myeon","안흥면",2470
"2471","4273033000","Dunnae-myeon","둔내면",2471
"2472","4273034000","Gapcheon-myeon","갑천면",2472
"2473","4273035000","Cheongil-myeon","청일면",2473
"2474","4273036000","Gonggeun-myeon","공근면",2474
"2475","4273037000","Seowon-myeon","서원면",2475
"2476","4273038000","Gangnim-myeon","강림면",2476
"2477","4275025000","Yeongwol-eup","영월읍",2477
"2478","4275025300","Sangdong-eup","상동읍",2478
"2479","4275031000","Jungdong-myeon","중동면",2479
"2480","4275032500","Gimsatgat-myeon","김삿갓면",2480
"2481","4275033000","Buk-myeon","북면",2481
"2482","4275034000","Nam-myeon","남면",2482
"2483","4275035500","Hanbando-myeon","한반도면",2483
"2484","4275036000","Jucheon-myeon","주천면",2484
"2485","4275038000","Mureungdowon-myeon","무릉도원면",2485
"2486","4276025000","Pyeongchang-eup","평창읍",2486
"2487","4276031000","Mitan-myeon","미탄면",2487
"2488","4276032000","Bangnim-myeon","방림면",2488
"2489","4276033000","Daehwa-myeon","대화면",2489
"2490","4276034000","Bongpyeong-myeon","봉평면",2490
"2491","4276035000","Yongpyeong-myeon","용평면",2491
"2492","4276036000","Jinbu-myeon","진부면",2492
"2493","4276038000","Daegwallyeong-myeon","대관령면",2493
"2494","4277025000","Jeongseon-eup","정선읍",2494
"2495","4277025300","Gohan-eup","고한읍",2495
"2496","4277025600","Sabuk-eup","사북읍",2496
"2497","4277025900","Sindong-eup","신동읍",2497
"2498","4277032000","Nam-myeon","남면",2498
"2499","4277034000","Bukpyeong-myeon","북평면",2499
"2500","4277035000","Imgye-myeon","임계면",2500
"2501","4277036000","Hwaam-myeon","화암면",2501
"2502","4277037000","Yeoryang-myeon","여량면",2502
"2503","4278025000","Cheorwon-eup","철원읍",2503
"2504","4278025300","Gimhwa-eup","김화읍",2504
"2505","4278025600","Galmal-eup","갈말읍",2505
"2506","4278025900","Dongsong-eup","동송읍",2506
"2507","4278031000","Seo-myeon","서면",2507
"2508","4278032000","Geunnam-myeon","근남면",2508
"2509","4278033000","Geunbuk-myeon","근북면",2509
"2510","4278034000","Geundong-myeon","근동면",2510
"2511","4278035000","Wondong-myeon","원동면",2511
"2512","4278036000","Wonnam-myeon","원남면",2512
"2513","4278037000","Imnam-myeon","임남면",2513
"2514","4279025000","Hwacheon-eup","화천읍",2514
"2515","4279031000","Gandong-myeon","간동면",2515
"2516","4279032000","Hanam-myeon","하남면",2516
"2517","4279033000","Sangseo-myeon","상서면",2517
"2518","4279034000","Sanae-myeon","사내면",2518
"2519","4280025000","Yanggu-eup","양구읍",2519
"2520","4280031000","Nam-myeon","남면",2520
"2521","4280032000","Dong-myeon","동면",2521
"2522","4280033000","Bangsan-myeon","방산면",2522
"2523","4280034000","Haean-myeon","해안면",2523
"2524","4281025000","Inje-eup","인제읍",2524
"2525","4281031000","Nam-myeon","남면",2525
"2526","4281032000","Buk-myeon","북면",2526
"2527","4281033000","Girin-myeon","기린면",2527
"2528","4281034000","Seohwa-myeon","서화면",2528
"2529","4281035000","Sangnam-myeon","상남면",2529
"2530","4282025000","Ganseong-eup","간성읍",2530
"2531","4282025300","Geojin-eup","거진읍",2531
"2532","4282031000","Hyeonnae-myeon","현내면",2532
"2533","4282032000","Jugwang-myeon","죽왕면",2533
"2534","4282033000","Toseong-myeon","토성면",2534
"2535","4282034000","Sudong-myeon","수동면",2535
"2536","4283025000","Yangyang-eup","양양읍",2536
"2537","4283031000","Seo-myeon","서면",2537
"2538","4283032000","Sonyang-myeon","손양면",2538
"2539","4283033000","Hyeonbuk-myeon","현북면",2539
"2540","4283034000","Hyeonnam-myeon","현남면",2540
"2541","4283035000","Ganghyeon-myeon","강현면",2541
"2542","4311110100","Yeong-dong","영동",2542
"2543","4311110200","Bungmunno 1(il)-ga","북문로1가",2543
"2544","4311110300","Bungmunno 2(i)-ga","북문로2가",2544
"2545","4311110400","Bungmunno 3(sam)-ga","북문로3가",2545
"2546","4311110500","Nammunno 1(il)-ga","남문로1가",2546
"2547","4311110600","Nammunno 2(i)-ga","남문로2가",2547
"2548","4311110700","Munhwa-dong","문화동",2548
"2549","4311110800","Seoun-dong","서운동",2549
"2550","4311110900","Seomun-dong","서문동",2550
"2551","4311111000","Namju-dong","남주동",2551
"2552","4311111100","Seokgyo-dong","석교동",2552
"2553","4311111200","Su-dong","수동",2553
"2554","4311111700","Tap-dong","탑동",2554
"2555","4311111800","Daeseong-dong","대성동",2555
"2556","4311111900","Yeongun-dong","영운동",2556
"2557","4311112000","Geumcheon-dong","금천동",2557
"2558","4311112100","Yongdam-dong","용담동",2558
"2559","4311112200","Myeongam-dong","명암동",2559
"2560","4311112300","Sanseong-dong","산성동",2560
"2561","4311112400","Yongam-dong","용암동",2561
"2562","4311112500","Yongjeong-dong","용정동",2562
"2563","4311112600","Bangseo-dong","방서동",2563
"2564","4311112700","Pyeongchon-dong","평촌동",2564
"2565","4311112800","Jibuk-dong","지북동",2565
"2566","4311112900","Undong-dong","운동동",2566
"2567","4311113000","Woro-dong","월오동",2567
"2568","4311131000","Nangseong-myeon","낭성면",2568
"2569","4311132000","Miwon-myeon","미원면",2569
"2570","4311133000","Gadeok-myeon","가덕면",2570
"2571","4311134000","Namil-myeon","남일면",2571
"2572","4311135000","Munui-myeon","문의면",2572
"2573","4311210100","Sajik-dong","사직동",2573
"2574","4311210200","Sachang-dong","사창동",2574
"2575","4311210300","Mochung-dong","모충동",2575
"2576","4311210400","Sannam-dong","산남동",2576
"2577","4311210500","Mipyeong-dong","미평동",2577
"2578","4311210600","Bunpyeong-dong","분평동",2578
"2579","4311210700","Sugok-dong","수곡동",2579
"2580","4311210800","Seonghwa-dong","성화동",2580
"2581","4311210900","Gaesin-dong","개신동",2581
"2582","4311211000","Jungnim-dong","죽림동",2582
"2583","4311211100","Jangseong-dong","장성동",2583
"2584","4311211200","Jangam-dong","장암동",2584
"2585","4311231000","Nami-myeon","남이면",2585
"2586","4311232000","Hyeondo-myeon","현도면",2586
"2587","4311310400","Uncheon-dong","운천동",2587
"2588","4311310500","Sinbong-dong","신봉동",2588
"2589","4311311300","Gagyeong-dong","가경동",2589
"2590","4311311400","Bokdae-dong","복대동",2590
"2591","4311311500","Bongmyeong-dong","봉명동",2591
"2592","4311311600","Songjeong-dong","송정동",2592
"2593","4311311700","Gangseo-dong","강서동",2593
"2594","4311311800","Seokgok-dong","석곡동",2594
"2595","4311311900","Hyuam-dong","휴암동",2595
"2596","4311312000","Sinjeon-dong","신전동",2596
"2597","4311312100","Hyeonam-dong","현암동",2597
"2598","4311312200","Dongmak-dong","동막동",2598
"2599","4311312300","Suui-dong","수의동",2599
"2600","4311312400","Jidong-dong","지동동",2600
"2601","4311312500","Seochon-dong","서촌동",2601
"2602","4311312600","Sinseong-dong","신성동",2602
"2603","4311312700","Pyeong-dong","평동",2603
"2604","4311312800","Sindae-dong","신대동",2604
"2605","4311312900","Namchon-dong","남촌동",2605
"2606","4311313000","Naegok-dong","내곡동",2606
"2607","4311313100","Sangsin-dong","상신동",2607
"2608","4311313200","Wonpyeong-dong","원평동",2608
"2609","4311313300","Munam-dong","문암동",2609
"2610","4311313400","Songjeol-dong","송절동",2610
"2611","4311313500","Hwagye-dong","화계동",2611
"2612","4311313600","Oebuk-dong","외북동",2612
"2613","4311313700","Hyangjeong-dong","향정동",2613
"2614","4311313800","Biha-dong","비하동",2614
"2615","4311313900","Seokso-dong","석소동",2615
"2616","4311314000","Jeongbong-dong","정봉동",2616
"2617","4311314100","Sinchon-dong","신촌동",2617
"2618","4311325000","Osong-eup","오송읍",2618
"2619","4311331000","Gangnae-myeon","강내면",2619
"2620","4311332000","Oksan-myeon","옥산면",2620
"2621","4311410100","Uam-dong","우암동",2621
"2622","4311410200","Naedeok-dong","내덕동",2622
"2623","4311410300","Yullyang-dong","율량동",2623
"2624","4311410400","Sacheon-dong","사천동",2624
"2625","4311410500","Juseong-dong","주성동",2625
"2626","4311410600","Jujung-dong","주중동",2626
"2627","4311410700","Jeongsang-dong","정상동",2627
"2628","4311410800","Jeongha-dong","정하동",2628
"2629","4311410900","Jeongbuk-dong","정북동",2629
"2630","4311411000","Odong-dong","오동동",2630
"2631","4311411100","Oenam-dong","외남동",2631
"2632","4311411200","Oepyeong-dong","외평동",2632
"2633","4311411300","Oeha-dong","외하동",2633
"2634","4311425000","Naesu-eup","내수읍",2634
"2635","4311425300","Ochang-eup","오창읍",2635
"2636","4311431000","Bugi-myeon","북이면",2636
"2637","4313010100","Seongnae-dong","성내동",2637
"2638","4313010200","Seongnam-dong","성남동",2638
"2639","4313010300","Seongseo-dong","성서동",2639
"2640","4313010400","Chungin-dong","충인동",2640
"2641","4313010500","Gyohyeon-dong","교현동",2641
"2642","4313010600","Yongsan-dong","용산동",2642
"2643","4313010700","Hoam-dong","호암동",2643
"2644","4313010800","Jik-dong","직동",2644
"2645","4313010900","Danwol-dong","단월동",2645
"2646","4313011000","Pung-dong","풍동",2646
"2647","4313011100","Gaju-dong","가주동",2647
"2648","4313011200","Yonggwan-dong","용관동",2648
"2649","4313011300","Yongdu-dong","용두동",2649
"2650","4313011400","Dalcheon-dong","달천동",2650
"2651","4313011500","Bongbang-dong","봉방동",2651
"2652","4313011600","Chilgeum-dong","칠금동",2652
"2653","4313011800","Yeonsu-dong","연수동",2653
"2654","4313011900","Mokhaeng-dong","목행동",2654
"2655","4313012000","Yongtan-dong","용탄동",2655
"2656","4313012100","Jongmin-dong","종민동",2656
"2657","4313012200","Allim-dong","안림동",2657
"2658","4313012300","Mokbeol-dong","목벌동",2658
"2659","4313012400","Chungui-dong","충의동",2659
"2660","4313012500","Jihyeon-dong","지현동",2660
"2661","4313012700","Munhwa-dong","문화동",2661
"2662","4313012800","Geumneung-dong","금릉동",2662
"2663","4313025000","Judeok-eup","주덕읍",2663
"2664","4313031000","Salmi-myeon","살미면",2664
"2665","4313032500","Suanbo-myeon","수안보면",2665
"2666","4313033500","Daesowon-myeon","대소원면",2666
"2667","4313035000","Sinni-myeon","신니면",2667
"2668","4313036000","Noeun-myeon","노은면",2668
"2669","4313037000","Angseong-myeon","앙성면",2669
"2670","4313038500","Jungangtap-myeon","중앙탑면",2670
"2671","4313039000","Geumga-myeon","금가면",2671
"2672","4313040000","Dongnyang-myeon","동량면",2672
"2673","4313041000","Sancheok-myeon","산척면",2673
"2674","4313042000","Eomjeong-myeon","엄정면",2674
"2675","4313043000","Sotae-myeon","소태면",2675
"2676","4315010100","Uirim-dong","의림동",2676
"2677","4315010200","Seobu-dong","서부동",2677
"2678","4315010300","Donghyeon-dong","동현동",2678
"2679","4315010400","Namcheon-dong","남천동",2679
"2680","4315010500","Gyo-dong","교동",2680
"2681","4315010600","Jungangno 1(il)-ga","중앙로1가",2681
"2682","4315010700","Jungangno 2(i)-ga","중앙로2가",2682
"2683","4315010800","Myeong-dong","명동",2683
"2684","4315010900","Hwasan-dong","화산동",2684
"2685","4315011000","Yeongcheon-dong","영천동",2685
"2686","4315011100","Haso-dong","하소동",2686
"2687","4315011200","Sinwol-dong","신월동",2687
"2688","4315011300","Cheongjeon-dong","청전동",2688
"2689","4315011400","Mosan-dong","모산동",2689
"2690","4315011500","Goam-dong","고암동",2690
"2691","4315011600","Jangnak-dong","장락동",2691
"2692","4315011700","Heukseok-dong","흑석동",2692
"2693","4315011800","Duhak-dong","두학동",2693
"2694","4315011900","Gomyeong-dong","고명동",2694
"2695","4315012000","Sinbaek-dong","신백동",2695
"2696","4315012100","Gangje-dong","강제동",2696
"2697","4315012200","Myeongji-dong","명지동",2697
"2698","4315012300","Sangok-dong","산곡동",2698
"2699","4315012400","Wangam-dong","왕암동",2699
"2700","4315012500","Cheonnam-dong","천남동",2700
"2701","4315012600","Sin-dong","신동",2701
"2702","4315012700","Jajak-dong","자작동",2702
"2703","4315012800","Daerang-dong","대랑동",2703
"2704","4315025000","Bongyang-eup","봉양읍",2704
"2705","4315031000","Geumseong-myeon","금성면",2705
"2706","4315032000","Cheongpung-myeon","청풍면",2706
"2707","4315033000","Susan-myeon","수산면",2707
"2708","4315034000","Deoksan-myeon","덕산면",2708
"2709","4315035000","Hansu-myeon","한수면",2709
"2710","4315036000","Baegun-myeon","백운면",2710
"2711","4315038000","Songhak-myeon","송학면",2711
"2712","4372025000","Boeun-eup","보은읍",2712
"2713","4372031500","Sokrisan-myeon","속리산면",2713
"2714","4372032500","Jangan-myeon","장안면",2714
"2715","4372033000","Maro-myeon","마로면",2715
"2716","4372034000","Tanbu-myeon","탄부면",2716
"2717","4372035000","Samseung-myeon","삼승면",2717
"2718","4372036000","Suhan-myeon","수한면",2718
"2719","4372037000","Hoenam-myeon","회남면",2719
"2720","4372038500","Hoein-myeon","회인면",2720
"2721","4372039000","Naebuk-myeon","내북면",2721
"2722","4372040000","Sanoe-myeon","산외면",2722
"2723","4373025000","Okcheon-eup","옥천읍",2723
"2724","4373031000","Dongi-myeon","동이면",2724
"2725","4373032000","Annam-myeon","안남면",2725
"2726","4373033000","Annae-myeon","안내면",2726
"2727","4373034000","Cheongseong-myeon","청성면",2727
"2728","4373035000","Cheongsan-myeon","청산면",2728
"2729","4373036000","Iwon-myeon","이원면",2729
"2730","4373037000","Gunseo-myeon","군서면",2730
"2731","4373038000","Gunbuk-myeon","군북면",2731
"2732","4374025000","Yeongdong-eup","영동읍",2732
"2733","4374031000","Yongsan-myeon","용산면",2733
"2734","4374032000","Hwanggan-myeon","황간면",2734
"2735","4374033500","Chupungnyeong-myeon","추풍령면",2735
"2736","4374034000","Maegok-myeon","매곡면",2736
"2737","4374035000","Sangchon-myeon","상촌면",2737
"2738","4374036000","Yanggang-myeon","양강면",2738
"2739","4374037000","Yonghwa-myeon","용화면",2739
"2740","4374038000","Haksan-myeon","학산면",2740
"2741","4374039000","Yangsan-myeon","양산면",2741
"2742","4374040000","Simcheon-myeon","심천면",2742
"2743","4374525000","Jeungpyeong-eup","증평읍",2743
"2744","4374531000","Doan-myeon","도안면",2744
"2745","4375025000","Jincheon-eup","진천읍",2745
"2746","4375031000","Deoksan-myeon","덕산면",2746
"2747","4375032000","Chopyeong-myeon","초평면",2747
"2748","4375033000","Munbaek-myeon","문백면",2748
"2749","4375034000","Baekgok-myeon","백곡면",2749
"2750","4375035000","Iwol-myeon","이월면",2750
"2751","4375037000","Gwanghyewon-myeon","광혜원면",2751
"2752","4376025000","Goesan-eup","괴산읍",2752
"2753","4376031000","Gammul-myeon","감물면",2753
"2754","4376032000","Jangyeon-myeon","장연면",2754
"2755","4376033000","Yeonpung-myeon","연풍면",2755
"2756","4376034000","Chilseong-myeon","칠성면",2756
"2757","4376035000","Mungwang-myeon","문광면",2757
"2758","4376036000","Cheongcheon-myeon","청천면",2758
"2759","4376037000","Cheongan-myeon","청안면",2759
"2760","4376039000","Sari-myeon","사리면",2760
"2761","4376040000","Sosu-myeon","소수면",2761
"2762","4376041000","Buljeong-myeon","불정면",2762
"2763","4377025000","Eumseong-eup","음성읍",2763
"2764","4377025300","Geumwang-eup","금왕읍",2764
"2765","4377031000","Soi-myeon","소이면",2765
"2766","4377032000","Wonnam-myeon","원남면",2766
"2767","4377033000","Maedong-myeon","맹동면",2767
"2768","4377034000","Daeso-myeon","대소면",2768
"2769","4377035000","Samseong-myeon","삼성면",2769
"2770","4377036000","Saenggeuk-myeon","생극면",2770
"2771","4377037000","Gamgok-myeon","감곡면",2771
"2772","4380025000","Danyang-eup","단양읍",2772
"2773","4380025300","Maepo-eup","매포읍",2773
"2774","4380031000","Daegang-myeon","대강면",2774
"2775","4380032000","Gagok-myeon","가곡면",2775
"2776","4380033000","Yeongchun-myeon","영춘면",2776
"2777","4380034000","Eosangcheon-myeon","어상천면",2777
"2778","4380035000","Jeokseong-myeon","적성면",2778
"2779","4380036000","Danseong-myeon","단성면",2779
"2780","4413110100","Daeheung-dong","대흥동",2780
"2781","4413110200","Seonghwang-dong","성황동",2781
"2782","4413110300","Munhwa-dong","문화동",2782
"2783","4413110400","Sajik-dong","사직동",2783
"2784","4413110500","Yeongseong-dong","영성동",2784
"2785","4413110600","Oryong-dong","오룡동",2785
"2786","4413110700","Wonseong-dong","원성동",2786
"2787","4413110800","Guseong-dong","구성동",2787
"2788","4413110900","Cheongsu-dong","청수동",2788
"2789","4413111000","Samnyong-dong","삼룡동",2789
"2790","4413111100","Cheongdang-dong","청당동",2790
"2791","4413111200","Yuryang-dong","유량동",2791
"2792","4413111300","Bongmyeong-dong","봉명동",2792
"2793","4413111400","Daga-dong","다가동",2793
"2794","4413111500","Yonggok-dong","용곡동",2794
"2795","4413111600","Sinbang-dong","신방동",2795
"2796","4413111700","Ssangyong-dong","쌍용동",2796
"2797","4413111800","Sinbu-dong","신부동",2797
"2798","4413111900","Anseo-dong","안서동",2798
"2799","4413112000","Guryong-dong","구룡동",2799
"2800","4413125000","Mokcheon-eup","목천읍",2800
"2801","4413131000","Pungse-myeon","풍세면",2801
"2802","4413132000","Gwangdeok-myeon","광덕면",2802
"2803","4413133000","Buk-myeon","북면",2803
"2804","4413134000","Seongnam-myeon","성남면",2804
"2805","4413135000","Susin-myeon","수신면",2805
"2806","4413136000","Byeongcheon-myeon","병천면",2806
"2807","4413137000","Dong-myeon","동면",2807
"2808","4413310100","Wachon-dong","와촌동",2808
"2809","4413310200","Seongjeong-dong","성정동",2809
"2810","4413310300","Baekseok-dong","백석동",2810
"2811","4413310400","Dujeong-dong","두정동",2811
"2812","4413310500","Seongseong-dong","성성동",2812
"2813","4413310600","Chaam-dong","차암동",2813
"2814","4413310700","Ssangyong-dong","쌍용동",2814
"2815","4413310800","Buldang-dong","불당동",2815
"2816","4413310900","Eopseong-dong","업성동",2816
"2817","4413311000","Sindang-dong","신당동",2817
"2818","4413311100","Budae-dong","부대동",2818
"2819","4413325000","Seonghwan-eup","성환읍",2819
"2820","4413325300","Seonggeo-eup","성거읍",2820
"2821","4413325600","Jiksan-eup","직산읍",2821
"2822","4413331000","Ipjang-myeon","입장면",2822
"2823","4415010100","Banjuk-dong","반죽동",2823
"2824","4415010200","Bonghwang-dong","봉황동",2824
"2825","4415010300","Junghak-dong","중학동",2825
"2826","4415010400","Jung-dong","중동",2826
"2827","4415010500","Sanseong-dong","산성동",2827
"2828","4415010600","Gyo-dong","교동",2828
"2829","4415010700","Ungjin-dong","웅진동",2829
"2830","4415010800","Geumseong-dong","금성동",2830
